text,type,count-occurences-total,count-documents
University of Granada,ORG,1,1
our century,DATE,1,1
2009,CARDINAL,1,1
Universitária de Pesquisa,PERSON,1,1
Psicopatologia Fundamental/ University Association for Research in Fundamental Psychopathology,ORG,1,1
Dense Autoencoder,PERSON,1,1
PUL,ORG,2,1
Rocchio Support Vector Machine,ORG,1,1
Doc2Vec,CARDINAL,1,1
OCL,ORG,1,1
Doc2Vec,FAC,1,1
Springer Science+Business Media LLC,ORG,1,1
the past years,DATE,3,3
Informa UK Limited,ORG,47,47
the Text Mining,LOC,1,1
TM,ORG,1,1
LWC,ORG,4,1
International Journal of Advanced Computer Science,ORG,1,1
these paired years,DATE,1,1
Croatia,GPE,2,2
Otherness,ORG,1,1
ZRC SAZU,ORG,1,1
Zalozba ZRC,PERSON,1,1
the Global North,LOC,1,1
the Global South,LOC,3,3
Africa,LOC,9,5
African,NORP,6,4
47,CARDINAL,2,2
The Cross-Industry Standard Process,ORG,1,1
CRISP-DM,ORG,1,1
Naïve Bayes,LOC,1,1
Logistic Regression,ORG,7,6
Random Forest,ORG,8,6
between 1000 and 2500,CARDINAL,1,1
500,CARDINAL,3,3
"algorithms © 2021,International Journal of Advanced Computer Science",ORG,1,1
ResNet,PERSON,3,2
PLSA,PRODUCT,1,1
BTM,ORG,1,1
Biterm Topic Model,WORK_OF_ART,1,1
NetLogo,ORG,1,1
20%,PERCENT,2,2
News Credibility Indicator,ORG,1,1
NCI ±-0.637,ORG,1,1
the Producer Reputation Credit,ORG,1,1
PRC,GPE,1,1
0.213,CARDINAL,1,1
Ethereum Smart Contract,ORG,1,1
Fisher,PERSON,1,1
"1,195",CARDINAL,1,1
53%,PERCENT,1,1
51%,PERCENT,2,2
89.4%,PERCENT,1,1
Associacao Medica Brasileira,PERSON,1,1
© Langguth,PERSON,1,1
"Pogorelov, Brenner",ORG,1,1
Filkuková,ORG,1,1
Schroeder,ORG,1,1
Brexit,ORG,2,2
Hugh Rank's,PERSON,1,1
74%,PERCENT,1,1
N= 62,DATE,1,1
UnitedKingdom European Union,ORG,1,1
© Gaillard,PERSON,1,1
Oláh,PERSON,1,1
Venmans,NORP,1,1
Burke,NORP,1,1
Associacao Brasileira de Pos - Graduacao,ORG,1,1
Saude Coletiva,PERSON,1,1
CATBoost,ORG,1,1
98%,PERCENT,2,2
Spaniards,NORP,3,3
465,CARDINAL,1,1
between 18 and 24 years old,DATE,1,1
Generation Z,LAW,1,1
KES International,ORG,3,3
the Saarbruecken Voice Database,FAC,1,1
0.778,CARDINAL,1,1
MedLine,ORG,1,1
Scielo,PERSON,1,1
"May 11, 2021",DATE,1,1
Loney,GPE,1,1
Newcastle,GPE,1,1
Ottawa Scales,ORG,1,1
Fourteen,CARDINAL,1,1
Asian,NORP,1,1
Onati International Institute for the Sociology of Law,ORG,1,1
Librarians,NORP,2,2
Oxford,ORG,1,1
Deborah Lupton,PERSON,1,1
the 1990s,DATE,2,2
Digital Methods,ORG,1,1
Earth,LOC,6,3
Lula da Silva,WORK_OF_ART,1,1
Lula,GPE,1,1
Twenty-eight,CARDINAL,2,2
14,CARDINAL,5,4
between August and October 2020,DATE,1,1
Content Analysis,ORG,1,1
500 million,CARDINAL,1,1
the year of 2020,DATE,1,1
Turkish,LANGUAGE,2,2
0.9,CARDINAL,4,4
King Fahd University of Petroleum & Minerals,ORG,1,1
Nigerian,NORP,6,2
the Nigerian Library Association,ORG,1,1
186,CARDINAL,1,1
54.8%,PERCENT,1,1
online(47.8%,PERCENT,1,1
39.8%,PERCENT,1,1
91.1%,PERCENT,1,1
59.1%,PERCENT,1,1
31%,PERCENT,2,2
myths,DATE,2,2
29%,PERCENT,2,2
The International Academic Forum,ORG,1,1
IAFOR,ORG,1,1
1259,DATE,1,1
the East Zone,LOC,1,1
Manaus/Amazonas,ORG,1,1
the Theory of Political Action,ORG,1,1
Google Forms,LOC,1,1
Radio,ORG,1,1
Conference and Labs of the Evaluation Forum,ORG,1,1
Bulgarian,NORP,3,2
132,CARDINAL,1,1
Nearly one-third,CARDINAL,1,1
Multi,ORG,4,3
Topic Memory Network,ORG,1,1
MTMN,ORG,2,1
MMCN,ORG,2,1
WEIBO,ORG,1,1
97%,PERCENT,2,2
91%,PERCENT,2,2
un,ORG,3,3
truth(s,CARDINAL,1,1
doc2vec,ORG,1,1
Multimodal fusiON,PRODUCT,1,1
MONITOR,PERSON,1,1
The Reinforcement Learning,PERSON,1,1
Recurrent Neural Network,ORG,3,3
Decision Tree,PERSON,1,1
LR,PERSON,5,5
K Nearest Neighbor,PERSON,2,2
Naive Bayes,GPE,4,4
hyperopt,PERSON,1,1
N-gram,PRODUCT,1,1
Term Frequency - Inverse Document Frequency,PRODUCT,1,1
Glove,PERSON,1,1
One hundred and seventy-two,CARDINAL,1,1
the first half of the pandemic year 2020,DATE,1,1
OVX,ORG,3,1
OIV,ORG,1,1
35%,PERCENT,2,2
Imlak Shaikh,PERSON,1,1
1715-67,DATE,1,1
Ludovico Maria Torrigiani,PERSON,1,1
Oddi,PERSON,3,1
Society,ORG,3,1
anti-Jesuit,NORP,1,1
Ravenna,PERSON,1,1
Jesuits,ORG,2,1
LAVENIA,ORG,1,1
1984,DATE,5,2
"the Arts, Philosophy and Biology",ORG,1,1
dystopian,NORP,1,1
COVID 19,LAW,3,2
The Genetic Algorithm,ORG,1,1
92.63%,PERCENT,1,1
ROUGE,ORG,1,1
Qatar,GPE,5,2
about half,CARDINAL,1,1
1/5,CARDINAL,1,1
600,CARDINAL,1,1
583,CARDINAL,1,1
States,GPE,2,1
Data,ORG,1,1
SPSS,ORG,4,4
Penerbit,GPE,2,2
Feed Forward Neural Network,ORG,1,1
FFNN,ORG,1,1
Naïve Bayes,PERSON,3,3
11th International Workshop on Computer Science and Engineering,EVENT,1,1
Saudi,NORP,4,1
Social networking,ORG,1,1
Scientific Journal,ORG,1,1
King Faisal University Basic,ORG,1,1
Applied Sciences,ORG,1,1
Novosibirsk State University,ORG,2,2
seventh,ORDINAL,1,1
Future of Journalism,EVENT,1,1
Cardiff University’s School of Journalism,ORG,1,1
JOMEC,ORG,1,1
September 2019,DATE,2,2
"Innovations, Transitions and Transformations",WORK_OF_ART,1,1
34,CARDINAL,2,2
March 25 to June 10 2020,DATE,1,1
the 20th to the 30th of September 2020,DATE,1,1
Federal Center of Theoretical,ORG,1,1
Applied Sociology of the Russian Academy of Sciences,ORG,1,1
the Brazilian Superior Electoral Court,ORG,2,2
Atila Iamarino,PERSON,1,1
youtuber,DATE,1,1
Rio dos Sinos,GPE,4,4
syntactic,NORP,1,1
Siberian,NORP,1,1
the Russian Academy of Sciences,ORG,1,1
Institute of Philology,ORG,1,1
904,CARDINAL,1,1
Santaella,GPE,3,1
Frias Filho,PERSON,1,1
2009,DATE,4,3
Lemke,PERSON,1,1
Rojo and Moura,ORG,1,1
Nöth,GPE,1,1
1998,DATE,2,2
Vale,LOC,3,3
"Holism, Ambient Intelligence, Triangulation",ORG,1,1
Stigmergy,PERSON,1,1
HATS,ORG,2,1
HATS,PERSON,1,1
"10,828",CARDINAL,1,1
935,CARDINAL,1,1
between 18 and 25 years old,DATE,1,1
POS,ORG,6,2
10-fold,CARDINAL,1,1
Kapusta et al,PERSON,1,1
Multi-View Attention Networks,ORG,1,1
MVAN,ORG,3,1
2.5%,PERCENT,1,1
SPT,PERSON,4,1
Freedman,PERSON,1,1
2016b,DATE,1,1
Keinone,ORG,1,1
Klein,PERSON,1,1
Vanhaeght,PERSON,1,1
The Monitor,WORK_OF_ART,1,1
German,NORP,8,5
NPO,ORG,1,1
SPT,LAW,5,1
Bourdieu,ORG,1,1
Blanco,PERSON,1,1
1980,DATE,1,1
36,CARDINAL,2,2
Bennett & Linvingston,ORG,1,1
2918,DATE,1,1
Waisbord,GPE,1,1
Vosoughi et al,PERSON,1,1
Shao et al.,PERSON,1,1
Walter Lippmann,PERSON,1,1
Kalsnes,ORG,1,1
SPT,PRODUCT,2,1
Fenton,ORG,1,1
Larsen,PERSON,1,1
Concha Mateos,PERSON,1,1
Communication Sciences,ORG,1,1
Peru,GPE,3,2
Luis M. Romero-Rodríguez,PERSON,1,1
Bárbara Castillo-Abdul,PERSON,1,1
Spanish Universities,ORG,1,1
"99,23%",PERCENT,1,1
Virginia,GPE,1,1
Martín Jiménez,PERSON,1,1
Itziar,ORG,1,1
Reguero Sanz,PERSON,1,1
Pablo Berdón Prieto,PERSON,1,1
Jacobo Herrero Izquierdo,PERSON,1,1
Estonian,NORP,3,3
54%,PERCENT,1,1
an additional 4%,PERCENT,1,1
Arvin Hansrajh et al,PERSON,1,1
the spring of 2020,DATE,1,1
between the ages of 20 and 25,DATE,1,1
Academic Publishing House,ORG,6,6
45.8 %,PERCENT,1,1
23.7 %,PERCENT,1,1
44 %,PERCENT,1,1
22 %,PERCENT,1,1
modern days,DATE,1,1
decades ago,DATE,1,1
Kansei,ORG,2,1
Frustrated,WORK_OF_ART,1,1
Attentive,WORK_OF_ART,1,1
Covid-19-era,ORG,1,1
Rhetoric of Reaction,ORG,1,1
HIRSCHMAN,ORG,1,1
Ethos,NORP,1,1
Perelman,NORP,1,1
Olbrechts-Tyteca,PERSON,1,1
1996,DATE,2,2
Hirschman,NORP,1,1
de Letras,PERSON,2,2
Social,ORG,2,2
© 2021 Institute of Electrical and Electronics Engineers Inc,ORG,1,1
Fake Accounts,ORG,1,1
Naive Bayes,ORG,1,1
PCA,ORG,3,2
Correlation,PRODUCT,1,1
about 98.6%,PERCENT,1,1
SCITEPRESS - Science and Technology Publications,ORG,5,5
Lda,PERSON,5,5
712,CARDINAL,1,1
PolitiFact,PRODUCT,6,6
Euler,ORG,1,1
Society for Imaging Science and Technology,ORG,1,1
Michel Bitbol,PERSON,1,1
Nature,WORK_OF_ART,1,1
Greco-Roman,ORG,1,1
Empirics,ORG,1,1
Medical Empiricism,ORG,1,1
University of Warsaw,ORG,1,1
many years,DATE,1,1
the recent years,DATE,1,1
Transformer,GPE,1,1
between September 2020 and January 2021,DATE,1,1
clinician,NORP,1,1
553,CARDINAL,1,1
48%,PERCENT,1,1
86%,PERCENT,2,2
0.006,CARDINAL,1,1
72%,PERCENT,1,1
ECTF,PERSON,1,1
GossipCop,ORG,2,2
ENDEMIC,ORG,1,1
aTtention,ORG,1,1
over 87%,PERCENT,1,1
Pareto,ORG,1,1
"50,000",CARDINAL,1,1
Lomonosov Moscow State University,ORG,1,1
Faculty of Journalism,ORG,1,1
R. Rini,PERSON,1,1
B. Millar,PERSON,1,1
998,CARDINAL,1,1
PRISMA-ScR,ORG,1,1
Daode Jing,PERSON,1,1
Yijing,GPE,1,1
Espen J. Aarseth,PERSON,1,1
Slovensko Drustvo za Primerjalno Knjizevnost,PERSON,1,1
the last few years,DATE,7,7
twenty-seven,CARDINAL,2,2
eleven,CARDINAL,5,5
385,CARDINAL,2,2
Guardian,ORG,2,2
Juan Carlos,PERSON,1,1
Brown,PERSON,2,2
Levinson,GPE,1,1
1987,DATE,1,1
the years 2013 and 2014,DATE,1,1
English,NORP,2,2
British,NORP,5,5
Shakespearean,GPE,1,1
almost two decades,DATE,1,1
social media news,ORG,1,1
the News,ORG,1,1
NFM,ORG,1,1
El Profesional de la Informacion,ORG,32,32
more than seven million,CARDINAL,1,1
January 2020 to August 2020,DATE,1,1
the France-Press Agency,ORG,1,1
the Saudi Anti-Rumors Authority,ORG,1,1
87.8%,PERCENT,1,1
Term Frequency-Inverse,PERSON,1,1
93.3%,PERCENT,1,1
210,CARDINAL,1,1
Moral Foundations,PERSON,1,1
Health Anxiety,ORG,1,1
Embracing of Fake News,ORG,1,1
Authority,ORG,1,1
Ingroup,ORG,1,1
Harm and Fairness,WORK_OF_ART,1,1
one hundred,CARDINAL,1,1
"between May 22, 2018",DATE,1,1
"May 21, 2019",DATE,1,1
the Ibero-American Network for Monitoring and Training in Science Journalism,ORG,1,1
SAOPAULO,ORG,2,2
Amazon Mechanical Turk,ORG,1,1
1737,DATE,1,1
one-year,DATE,1,1
the World Health Organization's,ORG,1,1
Twenty,CARDINAL,1,1
55%,PERCENT,1,1
63%,PERCENT,2,2
Covid19,GPE,1,1
Universiti Putra Malaysia,PERSON,1,1
DL)-based,CARDINAL,1,1
Text Fooler,PERSON,1,1
PWWS,ORG,1,1
Deep Word Bug,PERSON,1,1
Text-Attack,PRODUCT,1,1
One year,DATE,1,1
PubMed,ORG,2,2
Medline,ORG,1,1
Health Ministry,ORG,1,1
one year,DATE,1,1
more than 11 million,CARDINAL,1,1
"270,000",CARDINAL,1,1
Jair Messias Bolsonaro,PERSON,1,1
the Umbrella Movement,ORG,1,1
messaging apps,PERSON,1,1
Kahan,PERSON,2,1
2008,DATE,5,5
Belém,GPE,1,1
Pará,GPE,1,1
16,CARDINAL,4,4
16,DATE,1,1
bias,PERSON,1,1
clickbait,GPE,1,1
Universidade Federal de Santa Catarina,ORG,3,3
the RAND/University of California,ORG,1,1
Los Angeles,GPE,2,2
Sixteen,PRODUCT,1,1
72,CARDINAL,3,3
32,CARDINAL,1,1
57,CARDINAL,2,2
more than 7,CARDINAL,1,1
13,CARDINAL,4,4
6.9,CARDINAL,1,1
the American Declaration of Independence,LAW,1,1
our Declaration of Good Communication,WORK_OF_ART,1,1
American Society of Clinical Oncology,ORG,1,1
the Brazilian Ministry of Health,ORG,2,2
December 2019 and March 2020,DATE,1,1
Bardin,GPE,1,1
66,CARDINAL,1,1
92,CARDINAL,1,1
32.6%,PERCENT,1,1
28.2%,PERCENT,2,2
Universidad de Santander,PERSON,1,1
digital technologies,ORG,1,1
digital characteristics,ORG,1,1
digital,ORG,1,1
four years,DATE,1,1
2014-2018,DATE,1,1
239%,PERCENT,1,1
South East Asia,LOC,2,1
MINUTO CORONA,ORG,1,1
"more than 123,482",CARDINAL,1,1
Eduardo Pazuello,PERSON,1,1
June 2020,DATE,1,1
Health,ORG,1,1
North,LOC,3,2
Northeast,LOC,3,2
winter,DATE,2,2
the northern hemisphere,LOC,1,1
Facebook and Twitter,PERSON,1,1
Facebook page,PERSON,1,1
Pazuello,ORG,1,1
Pazuello,PRODUCT,2,1
© Praksis 2021,PERSON,1,1
Michel Foucault's,PERSON,1,1
Foucauldian,NORP,1,1
MediaEval,ORG,1,1
85.3%,PERCENT,2,2
81.2%,PERCENT,1,1
Design/Approach/Methods:,ORG,1,1
Originality/Value,ORG,1,1
David Cameron,PERSON,2,1
February 2016,DATE,1,1
more than 1400,CARDINAL,1,1
Jeremy Corbyn,PERSON,1,1
Boris Johnson,PERSON,1,1
Nigel Farage,PERSON,1,1
Brexit,PERSON,5,4
Leave,PERSON,1,1
Johnson,PERSON,1,1
Farage,PERSON,1,1
Corbyn,ORG,1,1
Cameron,ORG,1,1
0.898,CARDINAL,1,1
0.916,CARDINAL,1,1
0.913,CARDINAL,1,1
0.914,CARDINAL,1,1
Nida Aslam,PERSON,1,1
Swedish,NORP,5,3
Bamse - Världens Starkaste Björn,ORG,1,1
Sciendo,PERSON,2,2
Contexter,PERSON,3,2
the Ultimatum Game,ORG,1,1
UG,ORG,2,1
444,CARDINAL,1,1
Flanders,ORG,1,1
four months,DATE,2,2
Theo Meder,PERSON,2,1
Mathijs Kroon,PERSON,1,1
Giselinde Kuipers,PERSON,1,1
FB and,ORG,2,2
Media Group of Estonian Literary Museum,ORG,3,3
February 2020,DATE,1,1
the National Operational Headquarters for Combating the COVID-19 Pandemic,ORG,1,1
Bulgaria,GPE,3,2
Ventsislav Mutafchiyski,PERSON,2,1
the Military Medical Academy,ORG,1,1
Sofia,GPE,1,1
Mutafchiyski,PERSON,2,1
Crime Science,ORG,1,1
the first month,DATE,5,3
Estonia,GPE,2,2
Michael Polányi’s,PERSON,1,1
Arabic FND,PERSON,1,1
Arabic FND,LOC,1,1
Arabic,PRODUCT,1,1
0.83,CARDINAL,1,1
0.95,CARDINAL,2,2
QARiB,GPE,1,1
16%,PERCENT,1,1
Maha Al-Yahya et al,PERSON,1,1
350,CARDINAL,2,2
20-35,CARDINAL,1,1
36-50,DATE,1,1
38%,PERCENT,1,1
50 plus years,DATE,1,1
68%,PERCENT,1,1
only 30%,PERCENT,2,2
Licensee ESJ,PERSON,1,1
Crawford,ORG,1,1
Springer Nature Limited,ORG,3,3
571,CARDINAL,1,1
the Creative Commons Attribution-NonCommercial,ORG,1,1
Australia License,PERSON,1,1
8th,ORDINAL,1,1
the leader board,ORG,1,1
0.9831,CARDINAL,1,1
0.9869,CARDINAL,1,1
0.9883,CARDINAL,1,1
98.13%,PERCENT,1,1
W-F1,PRODUCT,1,1
38.18%,PERCENT,1,1
54.33%,PERCENT,1,1
3rd,ORDINAL,1,1
0.9859,CARDINAL,1,1
Roberta,PERSON,1,1
Ernie,ORG,1,1
98.41%,PERCENT,1,1
RoBERTa,PRODUCT,2,2
99.02%,PERCENT,1,1
"10,700",CARDINAL,1,1
"Logistic Regression, Gradient Boost",ORG,1,1
93.32%,PERCENT,1,1
Latent Dirichlet Allocation,ORG,4,4
XLNet + Topic Distributions,ORG,1,1
0.967,CARDINAL,1,1
Random Forest Classifier,ORG,2,2
0.96728972,CARDINAL,1,1
0.967324832,CARDINAL,1,1
Coarse Grained Hostility,ORG,1,1
Weighted Fine,ORG,1,1
f1,CARDINAL,1,1
0.908648,CARDINAL,1,1
0.533907,CARDINAL,1,1
61st,ORDINAL,1,1
164,CARDINAL,1,1
18th,ORDINAL,1,1
45,CARDINAL,2,2
Hostile Post Detection in Hindi,WORK_OF_ART,1,1
GitHub Repository,PERSON,1,1
98.69,CARDINAL,1,1
166,CARDINAL,1,1
50th,ORDINAL,1,1
168,CARDINAL,1,1
1.5%,PERCENT,1,1
Digital Forensics,ORG,1,1
"Hale, Colton, Onuch, & Kravets",ORG,1,1
EuroMaidan,ORG,2,1
the Creative Commons Attribution 4.0 International License,ORG,2,2
the twenty-first century,DATE,3,3
oxymora,PERSON,1,1
Revista de Derecho Político,PERSON,1,1
DeepFake,PRODUCT,3,2
nd,GPE,2,1
1 st,QUANTITY,1,1
Equal Error Rate,PERSON,1,1
15% to 30%,PERCENT,1,1
Colegio Oficial de Psicólogos de Madrid 2021,ORG,1,1
United States of America,GPE,1,1
511,CARDINAL,2,2
first-year,DATE,4,3
the Moodle Learning Management System,ORG,1,1
Eighty-two percent,PERCENT,1,1
at least one,CARDINAL,6,6
the previous seven days,DATE,1,1
1.55/4,CARDINAL,1,1
12%,PERCENT,1,1
only 14%,PERCENT,1,1
AP,NORP,1,1
Breitbart,ORG,1,1
the Associated Press,ORG,1,1
37%,PERCENT,1,1
Only 7%,PERCENT,1,1
1 January 2018,DATE,1,1
GoogleTrends,ORG,1,1
1 July 2019,DATE,1,1
Nancy Pelosi,PERSON,1,1
House,ORG,1,1
Nexis,GPE,1,1
the twentieth century,DATE,1,1
the First World War,EVENT,1,1
First World War Britain,EVENT,1,1
the Press Bureau,ORG,1,1
more than seven hundred,CARDINAL,1,1
the war years,DATE,1,1
MeToo,PERSON,1,1
Time,ORG,1,1
Beyonce,GPE,1,1
Orange,PERSON,1,1
the New Black,FAC,1,1
the last decades,DATE,1,1
Dense Network,ORG,1,1
the Information Retrieval (IR,ORG,1,1
Applied Science and Engineering Progress,ORG,1,1
digital information channels,ORG,1,1
Thai,NORP,9,1
Montreal,GPE,2,2
Yaming Zhang,PERSON,1,1
"2,216",CARDINAL,1,1
"1,001",CARDINAL,1,1
Deeptrace,ORG,1,1
the last nine months,DATE,1,1
Gabon,GPE,1,1
the Social Network Analysis,ORG,1,1
"more than 550,000",CARDINAL,1,1
"over 198,000",CARDINAL,1,1
24 February 2012 to 21 December 2018,DATE,1,1
the Republican Party,ORG,1,1
‘Meme War,EVENT,1,1
the Digital News Report,ORG,1,1
more than 2000,CARDINAL,1,1
centuries,DATE,1,1
The Wall Street Journal,ORG,1,1
The Washington Post,ORG,1,1
Reuters,ORG,2,2
Multimedia,LOC,1,1
252,CARDINAL,1,1
a quarter,CARDINAL,1,1
the essential foundation of enlightened rationality,ORG,1,1
digital social communication,ORG,1,1
Foucault,ORG,2,2
Regime of Truth,ORG,1,1
"14,684",CARDINAL,1,1
Ciudadanos,NORP,2,2
VOX,ORG,1,1
Catalonia,GPE,5,5
the Journal of the American Medical Association,ORG,1,1
JAMA,PERSON,2,1
110,CARDINAL,1,1
the past two months,DATE,1,1
influenza,ORG,4,3
Beijing,GPE,2,2
GAWI,ORG,1,1
WIST,ORG,1,1
MAID,ORG,1,1
Qui Audet Adipiscitur,ORG,1,1
Wabi-Sabi,PERSON,1,1
RT-PCR,ORG,1,1
America,GPE,4,4
N95,ORG,1,1
new year,EVENT,1,1
Pfizer,ORG,1,1
California,GPE,3,3
Hindawi Limited,ORG,2,2
Gulf,LOC,2,1
2 months,DATE,2,2
50.5%,PERCENT,1,1
31.2%,PERCENT,1,1
18.3%,PERCENT,1,1
44,CARDINAL,1,1
Stuart Selber,ORG,1,1
Deep Neural Network,ORG,1,1
BI-LSTM,ORG,1,1
Bidirectional GRU,ORG,1,1
1D-CNN,DATE,1,1
Bahasa,GPE,1,1
The Modified-LSTM,WORK_OF_ART,1,1
The Modified GRU,ORG,1,1
Bayes,PERSON,1,1
Keras,LOC,2,1
Six,CARDINAL,2,2
Bidirectional GRU(Bi-GRU,PERSON,1,1
Self-Attention,ORG,1,1
UFNDA,PERSON,1,1
886,CARDINAL,1,1
Lucid,ORG,2,2
"2,228",CARDINAL,1,1
Sociotype,ORG,1,1
claustrophobia,GPE,1,1
social bonding,ORG,1,1
solidarity,ORG,2,2
Marshall,PERSON,1,1
the Second World War,EVENT,2,2
the months,DATE,2,2
Peng,PERSON,1,1
Berry,PERSON,1,1
http://creativecommons.org/licenses/by/3.0,ORG,1,1
"November 19, 2020",DATE,1,1
Hilgartner,ORG,1,1
Bosk,GPE,1,1
1988,DATE,1,1
McNemar,PERSON,1,1
99.94%,PERCENT,1,1
96.05 %,PERCENT,1,1
KDnugget,ORG,1,1
Google Trends,ORG,2,2
© 2020 Institute of Political Studies,ORG,1,1
18 to 25,DATE,1,1
between 18 and 25,DATE,1,1
Philippine,NORP,2,1
the War on Drugs,EVENT,1,1
Filipino,LANGUAGE,1,1
Karol Wojtyla's,PERSON,1,1
Philosophy of the Human Person,WORK_OF_ART,1,1
Filipino,NORP,1,1
Wojtyla,ORG,1,1
Truth,NORP,1,1
COPYRIGHT © SLACK INCORPORATED,ORG,1,1
more than 200,CARDINAL,1,1
"more than 140,000",CARDINAL,1,1
"June 16 to August 21, 2020",DATE,1,1
Southeast,NORP,1,1
than.05,NORP,1,1
4180,CARDINAL,1,1
86.59%,PERCENT,1,1
Vinícius Henrique Almeida Guimarães,PERSON,1,1
Maísa de Oliveira-Leandro,ORG,1,1
Carolina Cassiano,PERSON,1,1
Anna Laura Piantino Marques,PERSON,1,1
Clara Motta,PERSON,1,1
Letícia Freitas-Silva,PERSON,1,1
Marlos Aureliano Dias de Sousa,PERSON,1,1
Luciano,PERSON,1,1
Matias Silveira,PERSON,1,1
Thiago César Pardi,PERSON,1,1
Fernanda Castro Gazotto,ORG,1,1
Marcos Vinícius Silva,PERSON,1,1
Virmondes Rodrigues Jr,PERSON,1,1
Wellington,GPE,1,1
Freire Oliveira,PERSON,1,1
JMIR Public Health and Surveillance,ORG,2,1
21.01.2021,PERSON,1,1
http://publichealth.jmir.org,GPE,1,1
a decade,DATE,2,2
the Asia Pacific,LOC,1,1
danah boyd,PERSON,1,1
refracted publics,WORK_OF_ART,1,1
networked publics,WORK_OF_ART,1,1
social network,ORG,1,1
the decade of the 2000s,DATE,1,1
the decade of the 2010s,DATE,1,1
decades,DATE,5,5
three months,DATE,2,2
February - April 2020,DATE,1,1
Faculty of Philology,ORG,1,1
Communication & Society,ORG,2,2
Amharic,ORG,6,1
tomorrow,DATE,2,2
AMFTWE,ORG,2,1
Scottish,NORP,3,3
West,LOC,9,5
Kremlin,ORG,3,3
the period 2014-20,DATE,1,1
© 2021 Scientific Association Icono14,ORG,2,2
28,CARDINAL,3,3
Scientific Association,ORG,2,2
Archer&#x2019;s,ORG,1,1
Slovenia,GPE,1,1
Revista,NORP,2,2
Científica de Educomunicación,PERSON,1,1
Axelrod,PERSON,1,1
BuzzFeed,ORG,4,4
92.30%,PERCENT,1,1
PWCD,GPE,1,1
15 years of age or older,DATE,1,1
Macau,GPE,1,1
Four thousand four hundred and seventy-two,MONEY,1,1
less than 50%,PERCENT,1,1
About 20%,PERCENT,1,1
5.07,CARDINAL,1,1
2.07,CARDINAL,1,1
1.63,CARDINAL,1,1
0.54,CARDINAL,1,1
Sigma Theta,PERSON,1,1
Cambodia,GPE,3,1
Fresh News,ORG,3,1
Cambodian,NORP,1,1
the 21st century,DATE,8,8
1997-2012,DATE,2,2
Veles,ORG,1,1
Macedonia,GPE,1,1
Veles,GPE,1,1
Mirko Ceselkoski,PERSON,1,1
Veles',ORG,1,1
Ceselkoski,ORG,2,1
Veles,NORP,1,1
the American Political Science Association,ORG,1,1
151,CARDINAL,1,1
NExp2,ORG,1,1
194,CARDINAL,1,1
170,CARDINAL,1,1
Tetris,PERSON,1,1
at least 3 months,DATE,2,1
the Bad News Game,ORG,1,1
American Psychological Association,ORG,5,5
ninety-six,CARDINAL,1,1
the first three months of 2020,DATE,1,1
Ashapara,GPE,1,1
Indian,NORP,23,10
Tripura,GPE,1,1
Brus,PRODUCT,1,1
earth,LOC,1,1
recent months,DATE,1,1
the Uses and Gratification,LAW,1,1
Millions,CARDINAL,1,1
17.14%,PERCENT,1,1
Naive-Bayes and Similarity Algorithm,ORG,1,1
11.43%,PERCENT,1,1
Indians,NORP,1,1
Modi,ORG,1,1
Soviet,NORP,5,5
Cold War,EVENT,5,2
Sino-Indian,NORP,1,1
1962,DATE,1,1
Indo,GPE,1,1
Pakistan,GPE,1,1
1971,DATE,1,1
New Delhi,GPE,2,2
the Soviet Union,GPE,2,2
Danish,NORP,1,1
HPV,ORG,1,1
2019,CARDINAL,7,7
Academy of Social Sciences,ORG,1,1
the Contemporary Folklore Monitoring,ORG,1,1
COVID19,GPE,1,1
Medialogia,GPE,1,1
167,CARDINAL,1,1
203,CARDINAL,1,1
Vkontakte,GPE,1,1
the Center for Sociological and Internet Research,ORG,1,1
St Petersburg State University,ORG,1,1
March 16th,DATE,1,1
May 26th 2020,DATE,1,1
15.6%,PERCENT,1,1
the first week,DATE,2,1
N=300,ORG,1,1
month's end,DATE,1,1
one month,DATE,3,3
© 2020 Institute of Physics Publishing,ORG,1,1
its earliest days,DATE,1,1
Innis,PERSON,1,1
Sheppard,ORG,1,1
2007,DATE,1,1
McKernon,GPE,1,1
1925,DATE,1,1
Jankowski,LOC,1,1
Tandoc et al.,PERSON,1,1
Macquarie Dictionary,ORG,1,1
the year in 2016,DATE,1,1
Lavoipierre,PERSON,1,1
Pomerantsev,PERSON,1,1
Weiss,GPE,1,1
Applebaum,GPE,1,1
Lucas,GPE,1,1
Flanagin,ORG,1,1
Metzger,GPE,1,1
Horne,ORG,1,1
Adali,PERSON,1,1
Jensen,PERSON,1,1
Scott,PERSON,1,1
McAlaney,PERSON,1,1
Fitchpatrick,GPE,1,1
Brockinton,GPE,1,1
Ormrod,GPE,2,1
NonCommercial,ORG,1,1
World War Two,EVENT,1,1
Fake News Data Repository,ORG,1,1
3981,CARDINAL,1,1
7192,DATE,1,1
MM-COVID,ORG,1,1
over 90%,PERCENT,2,2
CoVid-19,PRODUCT,1,1
Alliance Database,PERSON,1,1
CoVid,PERSON,1,1
Deep Learning,WORK_OF_ART,1,1
Moroccan,NORP,1,1
AIVR,ORG,3,1
427,CARDINAL,1,1
1 hour,TIME,1,1
London,GPE,2,2
400km,QUANTITY,1,1
modern-day,DATE,1,1
up to 100,CARDINAL,1,1
