text,type,count-occurences-total,count-documents
the end of july 2021,DATE,1,1
kentucky,GPE,1,1
"over 4,000",CARDINAL,1,1
sysco foods,ORG,1,1
wegmans,ORG,1,1
kimberly clark,PERSON,1,1
hylift-europe,ORG,1,1
3 minutes,TIME,1,1
100 mi,QUANTITY,1,1
taiwanese,NORP,4,2
apfct,PERSON,1,1
acta spa,PERSON,2,2
suzuki motor corp.,ORG,1,1
february 2008,DATE,2,2
23 hours and 17 minutes,TIME,1,1
1 square centimetre,QUANTITY,1,1
arcola,ORG,1,1
martin skunk,PERSON,1,1
shipyard howaldtswerke deutsche,ORG,1,1
between 30 kw and 50 kw,QUANTITY,1,1
10 kg,QUANTITY,2,2
less than 5 kw,QUANTITY,1,1
an up to 40%,PERCENT,1,1
around $10 billion,MONEY,1,1
microfuel,PERSON,2,1
1-50,CARDINAL,1,1
530wh/kg,QUANTITY,1,1
44 wh/kg,QUANTITY,1,1
around $1.20,MONEY,1,1
around $5,MONEY,1,1
disadvantage.as,FAC,1,1
girishkumar et al,PERSON,1,1
sfc energy,ORG,1,1
ensol systems inc.,ORG,1,1
the sfc energy dmfc,ORG,1,1
15 pounds,QUANTITY,2,2
29 pounds,QUANTITY,1,1
at least 177,CARDINAL,1,1
between $1 million and $4 million,MONEY,1,1
asian pacific countries,ORG,1,1
more than 3/4,CARDINAL,1,1
"11,000",CARDINAL,2,2
2011 to,DATE,1,1
tanaka kikinzoku,PERSON,1,1
the department of energy solid state energy conversion alliance,ORG,1,1
january 2011,DATE,3,3
approximately $724 to $775,MONEY,1,1
9–11 cents,MONEY,1,1
brookhaven national laboratory,ORG,3,3
sulphur,ORG,8,3
the john innes centre,ORG,1,1
the university of milan-bicocca,ORG,1,1
samsung,ORG,1,1
over 125,CARDINAL,1,1
melbourne,PERSON,1,1
pedot,ORG,1,1
the university of dayton,ORG,1,1
acal energy,ORG,1,1
"10,000 hours",TIME,1,1
$40/kw,MONEY,2,2
"roughly $9,000",MONEY,1,1
95–100%,PERCENT,1,1
al.,GPE,2,2
hoboken,PERSON,3,1
gregor hoogers,PERSON,1,1
james larminie,PERSON,1,1
andrew dicks,PERSON,1,1
subash c. singhal,PERSON,1,1
kevin kendall,PERSON,1,1
"eg&g technical services, inc.",ORG,1,1
matthew m. mench,PERSON,1,1
noriko hikosaka,PERSON,1,1
1840–1890,CARDINAL,1,1
electrons & holes,ORG,1,1
yellow-orange emission,ORG,1,1
sylvania lighting division,ORG,1,1
salem,GPE,1,1
el night lamp,ORG,1,1
nearly 50 years,DATE,1,1
later in the 1960s,TIME,1,1
sylvania,ORG,1,1
needham,GPE,1,1
emporium,GPE,1,1
pa.,GPE,1,1
raytheon,ORG,1,1
sudbury,ORG,1,1
wristwatches,ORG,2,2
between 60 and 600,CARDINAL,1,1
electroluminescent nightlights,ORG,1,1
brightness per,ORG,1,1
finlux,GPE,1,1
oy lohja ab,ORG,1,1
matrix el (amel,PERSON,1,1
silicon substrates,ORG,1,1
1280×1024,CARDINAL,1,1
el manufacturers,ORG,1,1
lambertian,PRODUCT,1,1
neon lamps,PERSON,1,1
electroluminescent light,PERSON,1,1
el lamps,PERSON,2,1
more than six,CARDINAL,2,2
480%,PERCENT,1,1
2012-04-24,DATE,1,1
chrysler corporation,ORG,1,1
2006-11-12,DATE,2,1
"8 september, 1959",DATE,1,1
compressed air,PERSON,1,1
the backus water motor company of newark,ORG,1,1
19 kw,QUANTITY,1,1
carmelo j. scuderi,PERSON,1,1
the scuderi group,ORG,1,1
west springfield,GPE,1,1
carmelo scuderi,PERSON,1,1
april 20,DATE,1,1
sscv,PERSON,1,1
"june, 2008",DATE,1,1
the israel ministry of national infrastructures,ORG,1,1
external combustion chamber,ORG,1,1
new zealander rick mayne,PERSON,1,1
up to 24 hours,TIME,1,1
more than 24 hours,TIME,1,1
the bureau of indian standards,ORG,1,1
"1,853",CARDINAL,1,1
james bay project,PERSON,1,1
the middle rhine river,LOC,1,1
seasonal,DATE,2,2
winter months,DATE,2,2
hundreds of kilometres,QUANTITY,1,1
10–50,GPE,1,1
628,CARDINAL,1,1
more than 750,CARDINAL,1,1
jirau dam,PERSON,1,1
rondônia,GPE,2,1
"3,750 megawatts",QUANTITY,1,1
"5,030,000 hp",MONEY,1,1
"3,580 megawatts",QUANTITY,1,1
"4,800,000",CARDINAL,1,1
joseph dam,PERSON,1,1
"2,620 megawatts",QUANTITY,1,1
"3,510,000",CARDINAL,1,1
john day dam,PERSON,1,1
"2,160 megawatts",QUANTITY,1,1
"2,900,000",CARDINAL,1,1
beauharnois hydroelectric power station,ORG,1,1
"1,903 megawatts",QUANTITY,1,1
"2,552,000",CARDINAL,1,1
"1,878 megawatts",QUANTITY,1,1
"2,518,000",CARDINAL,1,1
"1,820 megawatts",QUANTITY,1,1
"2,440,000",CARDINAL,1,1
democratic republic of the,GPE,1,1
congo,GPE,3,3
"1,775 megawatts",QUANTITY,1,1
"2,380,000",CARDINAL,1,1
jal vidyut nigam ltd,ORG,1,1
satluj river,LOC,1,1
"1,500 megawatts",QUANTITY,1,1
khyber pakhtunkhwa,PERSON,1,1
"1,450 megawatts",QUANTITY,1,1
"1,940,000",CARDINAL,1,1
"freedman, b., 2007",GPE,1,1
pearson education canada,ORG,1,1
"226,394",CARDINAL,1,1
australasia pty ltd,ORG,3,2
opta,PERSON,2,1
ocean power technologies inc,ORG,3,2
victorian wave partners,ORG,2,2
19 megawatt,QUANTITY,1,1
the australia federal government,ORG,1,1
$232 million,MONEY,1,1
$66.5 million,MONEY,1,1
victoria australia,ORG,1,1
under - july,DATE,1,1
george taylor - july,PERSON,1,1
homeland security -,ORG,1,1
spring 2013 - october,DATE,1,1
mitsui engineering & shipbuilding-,ORG,1,1
mitsui alliance - october,ORG,1,1
"mitsui - october
opt",ORG,1,1
mitsui,ORG,1,1
november,DATE,3,3
victoria wave partners,ORG,1,1
voyager 2,PRODUCT,4,3
"2,586 terawatt hours",QUANTITY,2,1
396 gigawatt,MONEY,1,1
98,CARDINAL,7,2
four decades,DATE,1,1
"december 2, 1942",DATE,2,2
july 1945,DATE,2,2
one month later,DATE,2,2
the 1940s and 1950s,DATE,1,1
"december 20, 1951",DATE,2,2
about 100 kw,QUANTITY,3,3
the atomic energy act,ORG,3,3
s1w,CARDINAL,3,2
uss nautilus,PRODUCT,2,2
january 1954,DATE,2,2
s1w,ORG,1,1
come.on,ORG,1,1
"june 27, 1954",DATE,2,2
around 5 megawatts,QUANTITY,2,2
27 august 1956,DATE,2,2
sl-1,FAC,1,1
less than 1 gigawatt,MONEY,1,1
the next 15 years,DATE,2,2
71%,PERCENT,7,5
wyhl,GPE,2,2
north america.by,GPE,1,1
every 17 days,DATE,2,2
the end of the decade,DATE,1,1
366,CARDINAL,4,4
rbmk,NORP,1,1
18 billion soviet rubles,MONEY,1,1
the world association of nuclear,ORG,2,2
fukushima daiichi nuclear accident,EVENT,1,1
the fukushima daiichi nuclear power plant,ORG,2,2
"2,344 terawatt hours",QUANTITY,2,2
u3o8,ORG,7,4
about 0.7%,PERCENT,2,2
3.5-5%,PERCENT,1,1
several months or years,DATE,1,1
mcarthur river,ORG,1,1
between 70 and 100 years,DATE,1,1
670 years,DATE,1,1
"an estimated 160,000 years",DATE,1,1
60–100,LOC,1,1
between 2035 and 2100,DATE,1,1
approximately 7.6 million tonnes,QUANTITY,1,1
a little over a century,DATE,1,1
uranium-235 supply,PERSON,1,1
4.4 billion tons,QUANTITY,1,1
approximately 300 years,DATE,1,1
99.5%,PERCENT,1,1
"about 100,000 years",DATE,1,1
the world fleet,ORG,1,1
yankee rowe nuclear power station,FAC,1,1
44 billion kilowatt hours,QUANTITY,1,1
sixteen,CARDINAL,3,3
2 billion year old,DATE,1,1
the first few centuries,DATE,1,1
the initial first few hundred years,DATE,1,1
la hague,GPE,2,2
"more than 32,000 tonnes",QUANTITY,1,1
9%,PERCENT,4,4
0.7%,PERCENT,4,3
99.3%,PERCENT,3,3
five billion years',DATE,1,1
the bn-800 reactor,PRODUCT,1,1
36 years,DATE,1,1
500,PRODUCT,1,1
mwe,GPE,1,1
about 3.5,CARDINAL,2,2
about 2.5%,PERCENT,1,1
16.5%,PERCENT,1,1
442,CARDINAL,1,1
392 gigawatt,MONEY,1,1
approximately 140,CARDINAL,1,1
about 30 percent,PERCENT,1,1
between $6 billion to $9 billion,MONEY,1,1
south korea.analysis,GPE,1,1
the oecd nuclear energy agency,ORG,1,1
50 usd/mwh,MONEY,1,1
usd 30,DATE,1,1
71,CARDINAL,5,5
nuscale power,ORG,1,1
1990s.nuclear,CARDINAL,1,1
800 days,DATE,1,1
kaiga atomic power station,ORG,1,1
962,CARDINAL,1,1
40 years ago,DATE,1,1
the world nuclear waste report,ORG,1,1
thirdly,ORDINAL,2,2
about 1.8 million,CARDINAL,1,1
fukushima nuclear,EVENT,1,1
n. von hippel,PERSON,1,1
"119,000",CARDINAL,1,1
"164,000",CARDINAL,1,1
0,DATE,1,1
tohoku,GPE,1,1
tsunami.,GPE,1,1
tens of billions of dollars,MONEY,2,2
40 or more years,DATE,1,1
more than 5,CARDINAL,1,1
approximately 50,CARDINAL,1,1
about 4000,CARDINAL,1,1
about 0.1%,PERCENT,3,2
the congressional budget office,ORG,1,1
"an estimated 30,000",CARDINAL,1,1
"200,000",CARDINAL,1,1
11 million,CARDINAL,1,1
the united states 9/11 commission,ORG,1,1
"the september 11, 2001",DATE,2,2
fof,PERSON,1,1
5–10 million dollars,MONEY,1,1
new york's,GPE,2,2
thirty one,CARDINAL,1,1
eurodif/european,ORG,1,1
united nations,ORG,3,3
$8 billion,MONEY,1,1
approximately two decades,DATE,1,1
nearly 10 percent,PERCENT,1,1
$17 billion,MONEY,1,1
the cold war,EVENT,1,1
490 g co2 eq/kwh,QUANTITY,1,1
about 64 billion tonnes,QUANTITY,1,1
2.4 millisievert,QUANTITY,1,1
1,QUANTITY,1,1
0.0002 msv,QUANTITY,1,1
over three,CARDINAL,1,1
0.0003 msv,MONEY,1,1
a few hours to weeks,TIME,1,1
0.04,CARDINAL,3,2
the northern hemisphere,LOC,4,4
m. king hubbert,PERSON,3,2
hansen,PERSON,4,4
1.84 million,CARDINAL,1,1
up to 7 million,CARDINAL,1,1
2050.opponents,CARDINAL,1,1
~$250 billion,PERSON,1,1
close to 80%,PERCENT,1,1
a few decades,DATE,2,2
one quarter,CARDINAL,1,1
a million tons,QUANTITY,1,1
a million years,DATE,1,1
barry w. brook,PERSON,1,1
gw per year,EVENT,1,1
a median of 7.2–10.9 years,DATE,1,1
approximately one square kilometer,QUANTITY,1,1
seventy five,CARDINAL,1,1
the year 2027–11 years,DATE,1,1
more than 80 years,DATE,1,1
aec,ORG,5,3
armstrong,PERSON,1,1
robert c.,PERSON,1,1
catherine wolfram,PERSON,1,1
robert gross,PERSON,1,1
nathan s. lewis,PERSON,1,1
m.v.,GPE,1,1
11 january 2016,DATE,1,1
brown,PERSON,1,1
kate,PERSON,1,1
the great soviet,GPE,1,1
clarfield,GPE,1,1
charpak,ORG,1,1
georges,PERSON,1,1
walker,PERSON,1,1
berkeley: university of california press,ORG,1,1
harvard university press,ORG,1,1
melbourne,GPE,6,5
paul wellington,PERSON,1,1
chisholm institute of technology,ORG,1,1
ted mellor,PERSON,1,1
warragul technical school,ORG,1,1
may 1990,DATE,1,1
swinburne university of technology,ORG,1,1
scienceworks museum,ORG,1,1
croydon west primary school sheridan,ORG,1,1
clipper windpower,ORG,1,1
two-ton,QUANTITY,1,1
the first quarter of 2007,DATE,1,1
lackawanna,GPE,1,1
erie county,GPE,1,1
hundreds of millions of dollars,MONEY,1,1
80 meter,QUANTITY,1,1
89 meters,QUANTITY,1,1
93 meters,QUANTITY,1,1
96 meters,QUANTITY,1,1
99 meters,QUANTITY,1,1
blade lengths,PERSON,1,1
43.2m,MONEY,1,1
45.2,CARDINAL,1,1
46.7m,QUANTITY,1,1
48.2m,QUANTITY,1,1
660 kw,QUANTITY,1,1
1133,DATE,1,1
100 gram,QUANTITY,1,1
2.38 mm,QUANTITY,1,1
franz joseph,PERSON,1,1
k. e. stanfield,PERSON,1,1
i. c. frost,PERSON,1,1
fischer,PERSON,1,1
statcom,ORG,8,1
vsc,ORG,1,1
svc,ORG,5,1
svc technology,ORG,1,1
"microgrid

",PERSON,1,1
massimo aparo,PERSON,2,1
31 july 1953,DATE,1,1
the department of safeguards,ORG,4,2
tero varjoranta,GPE,2,1
11 may 2018,DATE,2,1
pistoia,ORG,1,1
sapienza university of rome,ORG,1,1
aparo,GPE,1,1
national committee for nuclear energy,ORG,1,1
yukiya,PERSON,1,1
aparo,PERSON,2,1
the iaea safeguards department,ORG,1,1
the tokyo regional office,ORG,1,1
the italian nuclear energy commission,ORG,1,1
three years ago,DATE,1,1
yukiya amano,PERSON,2,1
the jerusalem post,ORG,1,1
iaea safeguards,PERSON,2,2
the eighteenth century,DATE,1,1
"\displaystyle m}
   ",PRODUCT,1,1
\displaystyle m_{\tau,WORK_OF_ART,1,1
y_{th}=h_{t}\cdot,PRODUCT,1,1
2)yth,CARDINAL,1,1
\displaystyle h={1 \over,WORK_OF_ART,1,1
tmsr-500,CARDINAL,1,1
tmsr-500,PRODUCT,4,2
shipyards,GPE,1,1
557,CARDINAL,3,2
250 mw,MONEY,1,1
$700/kw,MONEY,1,1
less than 400 tons,QUANTITY,1,1
"125,000",CARDINAL,1,1
"3,156 kg",QUANTITY,1,1
11 kg,QUANTITY,1,1
every 8 years,DATE,1,1
$66/kg,MONEY,1,1
7.50,MONEY,1,1
90,MONEY,1,1
0.53 cents,MONEY,1,1
160 tons,QUANTITY,1,1
virginia commonwealth university,ORG,1,1
dane wilson,PERSON,1,1
lars jorgensen,PERSON,1,1
as much as 80%,PERCENT,1,1
an estimated 15%,PERCENT,1,1
as early as 2000,DATE,1,1
raymond freymann,PERSON,1,1
r. freymann,PERSON,1,1
w. strobl,PERSON,1,1
a. obieglo,PERSON,1,1
motortechnische zeitschrift,PERSON,1,1
mtz,PERSON,1,1
jahrgang 69,PERSON,1,1
gizmag,PERSON,1,1
5 december 2011,DATE,1,1
the california state legislature,ORG,1,1
jerry brown,PERSON,2,2
"37,000",MONEY,1,1
"80,000",MONEY,1,1
may 2006,DATE,1,1
"60,000",MONEY,1,1
sher v. leiderman,PERSON,1,1
the warm homes and energy conservation act,ORG,1,1
more than 10%,PERCENT,1,1
uk,ORG,3,3
2006-8,DATE,1,1
around 4.4 million,CARDINAL,1,1
just over 3 million,CARDINAL,1,1
6.3 million,CARDINAL,1,1
approximately 24%,PERCENT,1,1
confused.com,ORG,1,1
nea,ORG,5,2
e3,PRODUCT,1,1
year 9700,DATE,1,1
nine percent,PERCENT,1,1
39.2%,PERCENT,2,2
as many as one,CARDINAL,2,2
xk6,PRODUCT,2,2
8.1,CARDINAL,2,2
navistar t444e,ORG,2,2
uz,ORG,2,2
ford godzilla,ORG,2,2
6.8,PRODUCT,2,2
screw reverser,PERSON,1,1
westinghouse air brake equipment,ORG,1,1
stephenson valve gear,ORG,1,1
the late 19th and early 20th centuries,DATE,1,1
william dean,PERSON,1,1
vincent raven,PERSON,1,1
south eastern,LOC,1,1
harry smith wainwright,PERSON,1,1
about thirty years,DATE,1,1
baldwin,GPE,2,2
the hadfield reversing gear,ORG,1,1
beyer,PERSON,1,1
prr k4s,PERSON,1,1
prr,ORG,2,1
b6,LAW,1,1
prr l1s,ORG,1,1
johnson,NORP,1,1
allen,PERSON,1,1
the twentieth century,DATE,3,3
and sons ltd,ORG,1,1
a. morton,PERSON,2,2
virtue and company ltd,ORG,1,1
bojagi,PERSON,1,1
henrich vorkauf,PERSON,1,1
the year 1944,DATE,1,1
vorkauf,PERSON,1,1
eckrohrkessel,ORG,1,1
above 33%,PERCENT,1,1
drum,GPE,1,1
pacific,LOC,1,1
bagasse,GPE,3,2
biomass,GPE,1,1
khuff,ORG,1,1
harvestng wireless,PERSON,1,1
ultra low power electronics,ORG,1,1
enocean,NORP,3,1
osi,ORG,1,1
enocean,ORG,1,1
enocean technology,ORG,1,1
up to 300 meters,QUANTITY,1,1
up to 30 meters,QUANTITY,1,1
3.5 newtons,QUANTITY,1,1
more than 25 years,DATE,1,1
only 14,CARDINAL,1,1
125 kbit,QUANTITY,1,1
902,CARDINAL,1,1
928.35,CARDINAL,1,1
868.3 mhz,QUANTITY,1,1
315 mhz,QUANTITY,1,1
"may 30, 2017",DATE,1,1
2.4 ghz,MONEY,1,1
zumtobel,GPE,1,1
omnio,GPE,2,1
osram,GPE,1,1
eltako,GPE,1,1
wieland electric,ORG,1,1
pressac,ORG,1,1
peha,GPE,1,1
thermokon,GPE,1,1
wago,GPE,1,1
herga,GPE,1,1
bavarian,NORP,1,1
2011.in,CARDINAL,1,1
mk electric,ORG,2,1
switches.in,ORG,1,1
enocean wireless technology,ORG,1,1
enocean,GPE,1,1
sylvania,GPE,1,1
masco,PERSON,1,1
the enocean alliance,ORG,2,1
enocean equipment,ORG,1,1
14543-3-10,DATE,1,1
the enocean alliance,LOC,1,1
san ramon,GPE,1,1
enocean module,PERSON,1,1
1.4b,MONEY,1,1
arveni,PERSON,2,2
enocean website,ORG,1,1
3-10,CARDINAL,1,1
\displaystyle \mathrm {h},PRODUCT,1,1
2oh,ORDINAL,2,1
\mathrm,PERSON,2,1
2h,CARDINAL,2,1
2}\mathrm,CARDINAL,5,1
2e,CARDINAL,2,2
\displaystyle \mathrm,PRODUCT,10,3
2}+\mathrm,CARDINAL,2,1
4e,CARDINAL,1,1
4oh,ORDINAL,1,1
"2
          ",MONEY,1,1
2koh,CARDINAL,1,1
"−
          
        
        ",ORG,3,2
3}^{2-}+\mathrm,CARDINAL,1,1
thousands of hours,TIME,1,1
energy converter,PERSON,1,1
\frac {p_{\mathrm,EVENT,1,1
0% to 100%,PERCENT,1,1
minima,PERSON,1,1
237.129,CARDINAL,2,1
0.06587,CARDINAL,2,1
gram mol,PERSON,2,1
18.0154 gram,MONEY,2,1
48.701 kj,MONEY,2,1
0.01353 kwh,MONEY,2,1
joules,PRODUCT,1,1
555,CARDINAL,3,2
lm/w,ORG,2,1
wavelength,GPE,1,1
685,CARDINAL,1,1
685 lm/w,QUANTITY,1,1
555 nm,MONEY,1,1
589 nm,QUANTITY,1,1
200 lm,QUANTITY,1,1
525 lm/w,QUANTITY,1,1
38.1%,PERCENT,1,1
50–70%,PERCENT,1,1
nd,ORG,4,3
krypton,GPE,2,2
the council for textile recycling,ORG,1,1
"750,000 tons",QUANTITY,1,1
bangladesh,GPE,1,1
lsc,PERSON,2,2
4000 square mm,QUANTITY,1,1
1 square mm,QUANTITY,1,1
1 metre,QUANTITY,1,1
1 kw/m2,QUANTITY,4,4
10 kw/m2,QUANTITY,1,1
lscs,PERSON,2,1
75-80 %,PERCENT,1,1
close to 0.5%,PERCENT,2,2
over 10%,PERCENT,2,2
lscs,ORG,1,1
cadmium selenide/zinc,ORG,1,1
tens of centimeters,MONEY,2,1
approximately 10%,PERCENT,2,2
more than four,CARDINAL,1,1
7.1%,PERCENT,1,1
g. van sark,PERSON,1,1
"december 22, 2008",DATE,1,1
optics express,ORG,1,1
21773–21792,CARDINAL,1,1
pmid 19104611,DATE,1,1
sol,PERSON,2,2
julia layton,PERSON,1,1
2008-11-05,DATE,1,1
"june 13, 2011",DATE,2,1
renata,PERSON,2,1
"august 30, 2011",DATE,1,1
sol-gel gateway web,PERSON,1,1
"june 14, 2011",DATE,1,1
marc baldo,PERSON,1,1
"may 19, 2009",DATE,1,1
"october 24, 2011",DATE,1,1
june 14,DATE,1,1
electroluminescent displays,PERSON,2,2
beneq,PERSON,1,1
lumineq displays,PERSON,1,1
matrix lcd,PERSON,1,1
kunio horie,PERSON,1,1
plant.these,NORP,1,1
about a hundred,CARDINAL,1,1
"about 3,000",CARDINAL,1,1
about 400,CARDINAL,1,1
the fukushima nuclear power plant,FAC,1,1
127,MONEY,1,1
inaba,GPE,1,1
minoru,PERSON,1,1
peter ravenscroft,PERSON,1,1
blackwell,ORG,1,1
worcestershire,GPE,1,1
november 1987,DATE,1,1
1 cm,QUANTITY,3,3
oven gloves,PERSON,1,1
3 kw,QUANTITY,4,3
pan,ORG,4,2
sand.an,GPE,1,1
monaco,GPE,4,2
36cm/14inch,CARDINAL,1,1
40w,CARDINAL,1,1
525,CARDINAL,1,1
977,CARDINAL,1,1
4 liters,QUANTITY,1,1
0.5 to 1 gallon,QUANTITY,1,1
float switch,PERSON,1,1
inspectapedia,GPE,1,1
pico hydro,PERSON,4,2
50 or so homes,DATE,1,1
only one meter,QUANTITY,1,1
kithamba,GPE,1,1
thimba,ORG,1,1
the central province,LOC,1,1
1.1 kw and 2.2 kw,QUANTITY,1,1
as low as $20–70,MONEY,1,1
300–500,CARDINAL,1,1
a five gallon,QUANTITY,1,1
less than $150.00,MONEY,1,1
five gallon,QUANTITY,1,1
the summer of 2013,DATE,1,1
abra malaga,PERSON,1,1
more than 30 meters,QUANTITY,1,1
1000 feet,QUANTITY,1,1
2400(us,MONEY,1,1
only 4,CARDINAL,2,2
180(us,MONEY,1,1
120/240,DATE,1,1
5 to 100 kw,QUANTITY,2,2
university of nottingham,ORG,2,2
6 september 2010,DATE,2,1
the lao institute for renewable energy,ORG,1,1
2018-03-24,DATE,1,1
david elliott,PERSON,1,1
paul allen,PERSON,1,1
the centre for alternative technology,ORG,1,1
ian fairlie,PERSON,1,1
stephen kidd,PERSON,1,1
the world nuclear associationprofessor elliott,ORG,1,1
organic photovoltaic devices (opvs,ORG,1,1
100 nm thick,QUANTITY,1,1
>1%,PERCENT,1,1
zhongrui li,PERSON,1,1
swnt/n-si heterojunction solar,ORG,1,1
more than 60%,PERCENT,1,1
yi jia,PERSON,1,1
>11%,PERCENT,1,1
yeonwoong jung).zhongrui li,PERSON,1,1
p3ot,ORG,3,1
120 nm,QUANTITY,1,1
ito,PERSON,7,1
pedot,PERSON,1,1
pss,GPE,2,1
sputter coating,PERSON,1,1
20 to,CARDINAL,1,1
70 nm,QUANTITY,1,1
more than two,CARDINAL,1,1
0.04%,PERCENT,1,1
100 mw,MONEY,1,1
1.0%,PERCENT,1,1
0.01%,PERCENT,1,1
electron transport,ORG,3,1
p3ht,PERSON,4,2
0.57%,PERCENT,1,1
tetrahydrofuran,GPE,1,1
1.5%,PERCENT,2,2
"6,6)-phenyl-c61-butyric",DATE,1,1
argon,NORP,3,3
4.9%,PERCENT,1,1
6.5%,PERCENT,1,1
opv devices,ORG,3,1
pv devices,ORG,2,1
about 1/3,CARDINAL,2,1
2/3,CARDINAL,2,1
molybdenum oxide,PERSON,2,1
moox,PERSON,2,1
3.1%,PERCENT,3,2
a period of 30 days,DATE,2,1
600,PRODUCT,1,1
°c. traditional ito,PRODUCT,1,1
blodgett,PERSON,1,1
4.8,CARDINAL,2,2
4.9,CARDINAL,2,2
ito,ORG,2,1
4.7,CARDINAL,1,1
between 1% and 2.5%,PERCENT,1,1
about 11%,PERCENT,2,2
cds quantum dots,ORG,1,1
porphyrin,PERSON,1,1
pristine,PERSON,1,1
h2o2,ORG,3,2
h2o,FAC,1,1
"srecs"")investment",CARDINAL,1,1
october 2008,DATE,1,1
0.39,MONEY,3,1
just 5 years,DATE,1,1
installed.at,PERSON,1,1
the end of 2006,DATE,1,1
the ontario power authority (canada,ORG,1,1
10mw,ORDINAL,4,2
0.42,MONEY,1,1
0.11,MONEY,1,1
twenty years,DATE,2,2
0.055,MONEY,2,1
the end of 2008,DATE,1,1
3gwp,CARDINAL,1,1
armenia,GPE,3,1
"about 1,720",CARDINAL,1,1
armenian,NORP,1,1
up to 150,CARDINAL,1,1
up to 500,CARDINAL,1,1
"42,845",CARDINAL,1,1
"april 1, 2010",DATE,1,1
5 kwp,QUANTITY,2,1
leva/mwh,ORG,2,1
about €0.405,MONEY,1,1
about €0.372,MONEY,1,1
next year,DATE,1,1
previous year,DATE,1,1
canadian solar industry association,ORG,1,1
the ontario power authority,ORG,2,1
less than 10 kw,QUANTITY,2,2
≤10,ORG,2,1
0.802,MONEY,2,1
0.642,MONEY,1,1
10 ≤,MONEY,1,1
250 kw,MONEY,1,1
0.713,MONEY,1,1
250 ≤,MONEY,1,1
500 kw,MONEY,1,1
0.635,MONEY,1,1
500 kw $0.539,MONEY,1,1
10 kw,MONEY,1,1
0.443,MONEY,1,1
0.111,MONEY,1,1
0.195,MONEY,1,1
hydro,ORG,7,6
june 2013,DATE,2,2
march 2007,DATE,3,2
10 kwp,QUANTITY,2,1
3.40,CARDINAL,3,2
0.45 €,MONEY,1,1
30 kwp,QUANTITY,5,1
3.00,CARDINAL,1,1
0.40 €,MONEY,1,1
2.10,CARDINAL,1,1
croatian kuna,LOC,1,1
7.48,CARDINAL,1,1
12.25,CARDINAL,1,1
12.15,CARDINAL,1,1
>30,DATE,1,1
2–4%,PERCENT,1,1
4 trillion,MONEY,1,1
585bn,MONEY,1,1
last month,DATE,1,1
the ministry of finance,ORG,1,1
photovoltaic power generation system,ORG,1,1
500mw,ORG,1,1
anwell technologies,ORG,1,1
the next five years,DATE,1,1
jiangsu province,GPE,2,2
china.however,GPE,1,1
1 september 2016,DATE,1,1
erneuerbare-energien,QUANTITY,1,1
12.88,CARDINAL,1,1
8.92,CARDINAL,1,1
1 august 2014,DATE,1,1
15 january 2009,DATE,1,1
indexed to 25%,PERCENT,1,1
ireda,ORG,1,1
the ministry of new,ORG,2,1
jan 2008,DATE,1,1
0.21,MONEY,1,1
rajasthan,PRODUCT,2,2
15.6,CARDINAL,2,2
0.27,MONEY,1,1
punjab,PERSON,1,1
8.93,CARDINAL,1,1
kwh80%,PERCENT,1,1
9c,CARDINAL,1,1
58%,PERCENT,2,2
9.45,MONEY,1,1
less than 2kwh,CARDINAL,1,1
the ministry for industry,ORG,1,1
5 august 2005,DATE,1,1
conto energia,WORK_OF_ART,1,1
"march 8, 2011",DATE,1,1
"june 1, 2011",DATE,1,1
the month of april 2011,DATE,1,1
"the ministry of economy, trade",ORG,1,1
macedonia,GPE,1,1
50 kwp,QUANTITY,4,1
0.46,MONEY,1,1
0.30 €,MONEY,1,1
51 to 1000,CARDINAL,2,1
0.26,CARDINAL,1,1
0.16 €,MONEY,2,2
0.12 €,MONEY,2,2
0.23,MONEY,1,1
0.2066,MONEY,1,1
3 kw to 500 kw,QUANTITY,1,1
"20,941",CARDINAL,1,1
0.1625,MONEY,1,1
100 kwp,QUANTITY,3,1
0.43,MONEY,1,1
0.425,MONEY,1,1
15 years,DATE,3,2
"0,088",MONEY,1,1
"88,91 €/mwh",MONEY,1,1
krw677.38,PERSON,1,1
krw711.25/kwh,ORG,1,1
0.75,MONEY,1,1
1578/2008,DATE,1,1
20 kwp,QUANTITY,2,1
0.34 €,MONEY,1,1
0.32 €,MONEY,1,1
eur/kwhthese,ORG,1,1
approximately 500,CARDINAL,1,1
241,CARDINAL,1,1
26.7,QUANTITY,1,1
the bureau of energy,ORG,1,1
ministry of economic affairs,ORG,1,1
6094,CARDINAL,1,1
29 december 2010,DATE,1,1
gazette,ORG,1,1
8 january 2011,DATE,1,1
27809,DATE,1,1
the amendment law,LAW,1,1
"13,3 dollar cent",MONEY,1,1
1 april 2010,DATE,1,1
1 april 2013,DATE,1,1
3p,CARDINAL,1,1
mcs,PERSON,1,1
15 july 2009,DATE,2,1
9p,CARDINAL,1,1
5p,CARDINAL,2,2
up to 50 kwp,QUANTITY,1,1
between 50 kw and 5 mw,QUANTITY,2,1
32.8,CARDINAL,2,1
30.7,CARDINAL,3,1
43.3 pence,MONEY,1,1
1 august 2011,DATE,1,1
> 50,DATE,1,1
19.0,CARDINAL,1,1
"december 12, 2011",DATE,1,1
"december 31, 2011",DATE,1,1
"december 31, 2016",DATE,1,1
senate,ORG,3,2
republicans,NORP,1,1
